Date & Time,Process ID,Log Level,Component,IP Address,Block ID,Content/Message
2008-11-10 04:54:13,6957,INFO,dfs.DataNode$DataXceiver,10.251.215.50,blk_3963698556744744747,10.251.215.50:50010 Served block blk_3963698556744744747 to /10.251.107.196
2008-11-10 11:56:14,28,INFO,dfs.FSNamesystem,10.251.65.203,blk_-3949633496933134307,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864
2008-11-10 12:34:01,10856,INFO,dfs.DataNode$PacketResponder,10.251.198.196,blk_557803157214911261,Received block blk_557803157214911261 of size 67108864 from /10.251.198.196
2008-11-11 08:17:02,24075,INFO,dfs.DataNode$PacketResponder,10.251.71.240,blk_-7630699912570186723,Received block blk_-7630699912570186723 of size 67108864 from /10.251.71.240
2008-11-11 03:25:44,31,INFO,dfs.FSNamesystem,10.251.109.209,blk_3764801892187716497,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_3764801892187716497 size 67108864
2008-11-11 06:43:22,6765,INFO,dfs.DataNode$PacketResponder,10.251.111.209,blk_3480684347183600958,Received block blk_3480684347183600958 of size 67108864 from /10.251.111.209
2008-11-11 07:10:42,31,INFO,dfs.FSNamesystem,10.251.30.134,blk_-5214060566378896158,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.134:50010 is added to blk_-5214060566378896158 size 67108864
2008-11-11 08:59:22,27,INFO,dfs.FSNamesystem,10.251.199.150,blk_-7846283874350947646,BLOCK* NameSystem.delete: blk_-7846283874350947646 is added to invalidSet of 10.251.199.150:50010
2008-11-11 10:12:38,26399,INFO,dfs.DataNode$DataXceiver,10.251.43.192,blk_-5224756755359850354,Receiving block blk_-5224756755359850354 src: /10.251.43.192:38028 dest: /10.251.43.192:50010
2008-11-10 12:26:48,11281,INFO,dfs.DataNode$DataXceiver,10.251.107.227,blk_-8852638972311349374,Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010
2008-11-11 03:50:10,19149,INFO,dfs.DataNode$DataXceiver,10.251.194.213,blk_-8123824094195108685,Receiving block blk_-8123824094195108685 src: /10.251.194.213:54308 dest: /10.251.194.213:50010
2008-11-11 02:30:39,27,INFO,dfs.FSNamesystem,10.251.202.134,blk_1275198635723397883,BLOCK* NameSystem.delete: blk_1275198635723397883 is added to invalidSet of 10.251.202.134:50010
2008-11-11 07:29:01,34,INFO,dfs.FSNamesystem,10.251.91.32,blk_-8127580564011467092,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_-8127580564011467092 size 67108864
2008-11-10 21:29:42,15258,INFO,dfs.DataNode$PacketResponder,10.251.123.20,blk_-2242088550278361724,Received block blk_-2242088550278361724 of size 67108864 from /10.251.123.20
2008-11-11 06:52:26,26,INFO,dfs.FSNamesystem,10.251.199.159,blk_-2451769929123196359,BLOCK* NameSystem.delete: blk_-2451769929123196359 is added to invalidSet of 10.251.199.159:50010
2008-11-10 10:31:46,30,INFO,dfs.FSNamesystem,10.251.203.80,blk_7324196727355442810,BLOCK* NameSystem.delete: blk_7324196727355442810 is added to invalidSet of 10.251.203.80:50010
2008-11-09 22:11:05,3338,WARN,dfs.DataNode$DataXceiver,10.251.90.64,blk_-4841792440390267307,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:
2008-11-10 10:55:21,9428,INFO,dfs.DataNode$PacketResponder,10.251.111.37,blk_-2141627858612526069,Received block blk_-2141627858612526069 of size 67108864 from /10.251.111.37
2008-11-11 06:12:00,21837,INFO,dfs.DataNode$PacketResponder,10.250.15.67,blk_-4358842839092719327,Received block blk_-4358842839092719327 of size 67108864 from /10.250.15.67
2008-11-10 21:01:46,28,INFO,dfs.FSNamesystem,10.251.75.143,blk_7473411975130090672,BLOCK* NameSystem.delete: blk_7473411975130090672 is added to invalidSet of 10.251.75.143:50010
2008-11-11 04:43:40,29,INFO,dfs.FSNamesystem,10.251.111.37,blk_815809455641029563,BLOCK* NameSystem.delete: blk_815809455641029563 is added to invalidSet of 10.251.111.37:50010
2008-11-11 03:39:53,26,INFO,dfs.FSNamesystem,10.251.26.177,blk_6928449948805597176,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_6928449948805597176 size 67108864
2008-11-11 06:32:41,22074,INFO,dfs.DataNode$PacketResponder,10.251.107.19,blk_-3436382429367583573,Received block blk_-3436382429367583573 of size 67108864 from /10.251.107.19
2008-11-11 08:59:12,27,INFO,dfs.FSNamesystem,10.251.70.211,blk_-3316519570098743145,BLOCK* NameSystem.delete: blk_-3316519570098743145 is added to invalidSet of 10.251.70.211:50010
2008-11-11 08:31:20,26,INFO,dfs.FSNamesystem,10.251.39.192,blk_-3888538223380979891,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.192:50010 is added to blk_-3888538223380979891 size 67108864
2008-11-10 22:38:33,16297,INFO,dfs.DataNode$DataXceiver,10.250.13.240,blk_-7815259387557421424,Receiving block blk_-7815259387557421424 src: /10.250.13.240:50649 dest: /10.250.13.240:50010
2008-11-10 22:23:21,16072,INFO,dfs.DataNode$DataXceiver,10.251.89.155,blk_-7418372263556457716,Receiving block blk_-7418372263556457716 src: /10.251.89.155:53560 dest: /10.251.89.155:50010
2008-11-10 07:11:54,7627,INFO,dfs.DataNode$DataXceiver,10.251.214.112,blk_4081177399275502985,10.251.214.112:50010 Served block blk_4081177399275502985 to /10.251.110.68
2008-11-10 12:32:37,30,INFO,dfs.FSNamesystem,10.250.10.100,blk_-8502460962248995911,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733
2008-11-11 09:49:18,25951,INFO,dfs.DataNode$PacketResponder,10.251.43.21,blk_-7202857144668308473,Received block blk_-7202857144668308473 of size 67108864 from /10.251.43.21
2008-11-10 07:21:24,7772,WARN,dfs.DataNode$DataXceiver,10.251.42.246,blk_-7658293778087733436,10.251.42.246:50010:Got exception while serving blk_-7658293778087733436 to /10.251.30.179:
2008-11-10 23:27:39,16715,INFO,dfs.DataNode$DataXceiver,10.251.123.99,blk_-7990763409688650846,10.251.123.99:50010 Served block blk_-7990763409688650846 to /10.251.197.161
2008-11-10 21:53:57,15296,INFO,dfs.DataNode$DataXceiver,10.251.203.4,blk_8222237992861447018,Receiving block blk_8222237992861447018 src: /10.251.203.4:60086 dest: /10.251.203.4:50010
2008-11-10 11:00:55,26,INFO,dfs.FSNamesystem,10.250.7.244,blk_-6582383997201802925,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6582383997201802925 size 67108864
2008-11-10 13:03:15,11823,WARN,dfs.DataNode$DataXceiver,10.251.71.240,blk_-8082428389627750477,10.251.71.240:50010:Got exception while serving blk_-8082428389627750477 to /10.251.71.97:
2008-11-11 08:47:57,31,INFO,dfs.FSNamesystem,10.251.91.32,blk_423916008836295480,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_423916008836295480 size 67108864
2008-11-09 22:00:32,3137,WARN,dfs.DataNode$DataXceiver,10.250.14.196,blk_-305633040016166849,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:
2008-11-11 01:33:22,17524,INFO,dfs.DataNode$DataXceiver,10.251.121.224,blk_342378162324355732,10.251.121.224:50010 Served block blk_342378162324355732 to /10.251.121.224
2008-11-10 21:01:15,28,INFO,dfs.FSNamesystem,10.250.10.223,blk_-7584542530081657301,BLOCK* NameSystem.delete: blk_-7584542530081657301 is added to invalidSet of 10.250.10.223:50010
2008-11-11 08:35:06,24609,INFO,dfs.DataNode$DataXceiver,10.251.198.196,blk_1122812501843755360,Receiving block blk_1122812501843755360 src: /10.251.198.196:51036 dest: /10.251.198.196:50010
2008-11-11 09:14:39,25116,INFO,dfs.DataNode$DataXceiver,10.251.198.196,blk_-4861262918414696307,Receiving block blk_-4861262918414696307 src: /10.251.198.196:34168 dest: /10.251.198.196:50010
2008-11-09 23:38:49,4087,INFO,dfs.DataNode$PacketResponder,10.251.106.37,blk_-3455521536483250153,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37
2008-11-10 11:44:49,10421,INFO,dfs.DataNode$DataXceiver,10.251.111.80,blk_-8876879715755468215,Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010
2008-11-10 01:35:45,5696,INFO,dfs.DataNode$PacketResponder,10.251.201.204,blk_-8847552694913526632,Received block blk_-8847552694913526632 of size 67108864 from /10.251.201.204
2008-11-11 04:24:56,19952,INFO,dfs.DataNode$DataXceiver,10.251.123.195,blk_-2313277713021896570,Receiving block blk_-2313277713021896570 src: /10.251.123.195:58823 dest: /10.251.123.195:50010
2008-11-11 03:16:50,18225,INFO,dfs.DataNode$PacketResponder,10.251.199.225,blk_3777399812922072863,Received block blk_3777399812922072863 of size 67108864 from /10.251.199.225
2008-11-10 01:17:31,5472,INFO,dfs.DataNode$PacketResponder,10.251.109.236,blk_-3805070405372551730,Received block blk_-3805070405372551730 of size 67108864 from /10.251.109.236
2008-11-10 21:11:22,33,INFO,dfs.FSNamesystem,10.251.30.6,blk_3585424189730250601,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_3585424189730250601 size 67108864
2008-11-10 22:10:33,15695,INFO,dfs.DataNode$PacketResponder,10.251.73.188,blk_-8835758154471700679,Received block blk_-8835758154471700679 of size 67108864 from /10.251.73.188
2008-11-10 11:19:58,26,INFO,dfs.FSNamesystem,10.251.107.19,blk_-2144263949276079479,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2144263949276079479 size 3547172
2008-11-10 11:22:34,9888,INFO,dfs.DataNode$DataXceiver,10.251.71.68,blk_6672666770563118759,Receiving block blk_6672666770563118759 src: /10.251.71.68:44457 dest: /10.251.71.68:50010
2008-11-09 23:29:23,3792,INFO,dfs.DataNode$PacketResponder,10.251.31.5,blk_7929144620252342335,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5
2008-11-10 21:02:01,28,INFO,dfs.FSNamesystem,10.251.30.179,blk_-9220604860626391374,BLOCK* NameSystem.delete: blk_-9220604860626391374 is added to invalidSet of 10.251.30.179:50010
2008-11-09 22:42:34,3638,WARN,dfs.DataNode$DataXceiver,10.251.73.220,blk_4934527196392001803,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:
2008-11-10 21:28:51,28,INFO,dfs.FSNamesystem,10.251.126.5,blk_-989798817617753264,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.5:50010 is added to blk_-989798817617753264 size 67108864
2008-11-10 02:03:02,33,INFO,dfs.FSNamesystem,10.251.43.192,blk_6285161494041403917,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_6285161494041403917 size 67108864
2008-11-11 06:20:38,34,INFO,dfs.FSNamesystem,10.251.215.50,blk_6675543598756975559,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.50:50010 is added to blk_6675543598756975559 size 67108864
2008-11-11 02:49:01,18086,INFO,dfs.DataNode$DataXceiver,10.251.75.79,blk_-11867600358649678,Receiving block blk_-11867600358649678 src: /10.251.75.79:46421 dest: /10.251.75.79:50010
2008-11-11 02:52:08,18218,INFO,dfs.DataNode$DataXceiver,10.251.203.179,blk_-116589515245909549,Receiving block blk_-116589515245909549 src: /10.251.203.179:33198 dest: /10.251.203.179:50010
2008-11-11 09:33:16,25596,INFO,dfs.DataNode$DataXceiver,10.251.26.8,blk_-4655280636272058732,Receiving block blk_-4655280636272058732 src: /10.251.26.8:48892 dest: /10.251.26.8:50010
2008-11-10 02:03:25,27,INFO,dfs.FSNamesystem,10.251.43.210,blk_-6995454028444097802,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6995454028444097802 size 67108864
2008-11-11 08:01:18,23798,INFO,dfs.DataNode$PacketResponder,10.251.71.97,blk_-3693786175267111588,Received block blk_-3693786175267111588 of size 67108864 from /10.251.71.97
2008-11-10 01:44:23,5775,INFO,dfs.DataNode$PacketResponder,10.251.125.174,blk_3084588477220583373,Received block blk_3084588477220583373 of size 67108864 from /10.251.125.174
2008-11-11 01:12:54,17716,WARN,dfs.DataNode$DataXceiver,10.251.39.144,blk_-8083036675630459841,10.251.39.144:50010:Got exception while serving blk_-8083036675630459841 to /10.251.39.209:
